ID,ProductID,ClientID,Discount,UnitPrice,Quantity,StoreID,Date
c9af6b168a81fd8a714317ee3d7daca1,000d9be29b5207b54e86aa1b1ac548722,14010,"0,08","233,8",1,2,12/06/2019
1e55e0ca5a1ec21cc2073bf3df3e2f30,003128f981470c3e5a2e7445e4a771cd3,14011,"0,08",161,1,3,19/08/2018
a957bd5128480b4ec4c8762e9bcf3a13,002ec297b1b00fb9dde7ee6ac24b67713,14012,"0,08","218,4",1,1,25/06/2018
9d158e6d758e314a85584c5a6c9e5b8c,00126f27c813603687e6ce486d909d013,14013,"0,1","114,8",1,2,27/03/2018
a7080883a07c0f23d07ccb99214a53e8,00066f42aeeb9f3007548bb9d3f33c383,14013,"0,08","194,6",1,2,22/06/2018
ea2807ad7bffe18961ac7306291d2392,002ec297b1b00fb9dde7ee6ac24b67713,14013,"0,1","218,4",1,2,25/09/2018
07fa03f414c1129ccd4a8fb44f441f13,002159fe700ed3521f46cfcf6e941c761,14013,"0,1","156,8",1,2,28/01/2019
d4daa9ee1fe28458773297759dbfe2bc,002959d7a0b0990fe2d69988affcbc803,14014,"0,1","261,8",2,2,08/11/2018
513ce9adddd9478074b801c06baa35d7,0011c512eb256aa0dbbb544d8dffcf6e3,14015,"0,1",NaN,1,9,01/11/2019
ad49f229e233b39202eb79fdc1877074,0021a87d4997a48b6cef1665602be0f51,14016,"0,1","214,2",1,7,03/04/2018
e96a4c3bfb4afc0cb895a76f5ba0440b,0030e635639c898b323826589761cf233,14016,"0,1","190,4",1,7,24/09/2018
efd8d1b981913fbc82d5cb85e7e0373f,002159fe700ed3521f46cfcf6e941c763,14016,"0,1","156,8",1,7,03/10/2018
2f9d4ee8ca77fe0951ebfe9064cad953,002159fe700ed3521f46cfcf6e941c763,14016,"0,1","156,8",1,7,06/11/2018
1ab592bcd5d82491578a95e113886d3c,00088930e925c41fd95ebfe695fd26552,14016,"0,08","117,6",1,7,10/12/2018
f89a86148310b5d6a02fbab8f1c9fb77,002959d7a0b0990fe2d69988affcbc803,14016,"0,1","261,8",1,7,20/05/2019
fca018a47e2170d1f13529d7542d6438,001b237c0e9bb435f2e54071129237e93,14017,"0,1","162,4",1,1,03/07/2018
b9c0b1f4d54b647c2de2b065bf82adaa,0021a87d4997a48b6cef1665602be0f53,14017,"0,1","214,2",1,1,18/07/2018
85647e1ff3e4b10814f375af01c38836,002d4ea7c04739c130bb74d7e7cd16943,14017,"0,08",210,1,1,09/08/2018
c456339d894d329ad45d39e3d6796b90,0011c512eb256aa0dbbb544d8dffcf6e1,14017,"0,1","204,4",1,1,13/07/2019
638c43326cd8c7403a2bf818e46b779e,002c6dab60557c48cfd6c2222ef7fd763,14017,"0,1","148,4",1,1,06/01/2020
2c1c76b055716216ebf282a6e2b7d18c,001b237c0e9bb435f2e54071129237e92,14018,"0,1","162,4",1,7,09/05/2018
2b87dec1483dfd58405fccd2a14321e7,001b237c0e9bb435f2e54071129237e91,14018,"0,1","162,4",2,7,22/10/2018
f6d1725c71af7ff66f5c4f5be412a82a,002ec297b1b00fb9dde7ee6ac24b67713,14019,"0,1","218,4",1,2,27/11/2018
6864a2123ff29285627d16be37bc8b02,001c5d71ac6ad696d22315953758fa043,14019,"0,08","226,8",1,2,16/06/2019
7bba749eac1bb22b7afe577fa772f2c5,00088930e925c41fd95ebfe695fd26553,14020,"0,1","117,6",1,2,24/04/2018
803fb022a1abcf6fa24b70fee9c7ac7d,002ec297b1b00fb9dde7ee6ac24b67713,14020,"0,08","218,4",1,2,31/12/2018
d56ddc412e7725060f044aa15d7073d3,002552c0663708129c0019cc97552d7d3,14020,"0,08","249,2",1,2,01/08/2019
05a6f444527fc90e28da6088b1707b20,00088930e925c41fd95ebfe695fd26552,14020,"0,1","117,6",1,2,13/11/2019
1353506aaf9cbe711a4d41f9442d4167,003128f981470c3e5a2e7445e4a771cd3,14020,"0,1",161,1,2,23/11/2019
ca99d0db69566c10a85c187406e20b76,002552c0663708129c0019cc97552d7d2,14021,"0,08","249,2",2,3,10/08/2018
d4e497fbb372f7fa8565a310a7243b53,00066f42aeeb9f3007548bb9d3f33c383,14021,"0,08","194,6",1,3,26/08/2018
525533c5eccb7f4665306a7e01783567,00088930e925c41fd95ebfe695fd26553,14021,"0,1","117,6",1,3,26/02/2019
350f47d61d589f6218bff053db95fe62,003128f981470c3e5a2e7445e4a771cd2,14021,"0,1",161,1,3,14/04/2019
ec67500767e46c56db2d046d13e46296,00126f27c813603687e6ce486d909d012,14022,"0,08",NaN,1,3,04/08/2018
3eb2926661890add37ff467c6c5ead88,003128f981470c3e5a2e7445e4a771cd3,14022,"0,1",NaN,1,3,30/01/2019
404840d41d032edfc533e78d6e6ee416,0030e635639c898b323826589761cf232,14022,"0,08","190,4",1,3,01/06/2019
2d870e500a9ffcb5c5f0723f198a7e21,002ec297b1b00fb9dde7ee6ac24b67713,14022,"0,1","218,4",1,3,22/09/2019
1fc81b1074b61a259529663946b10a32,002159fe700ed3521f46cfcf6e941c761,14024,"0,08","156,8",1,3,06/06/2018
15b00f1a7877ceb1dbcfde56e50359f5,00250175f79f584c14ab5cecd80553cd3,14025,"0,1",686,1,3,23/09/2018
aa11f70af7c222af9439091bbe59e8f9,000b8f95fcb9e0096488278317764d193,14025,"0,08","201,6",1,3,08/06/2019
4c393aa9849047431a6c20ff36adbfb7,002c6dab60557c48cfd6c2222ef7fd761,14025,"0,1","148,4",1,3,25/10/2019
14c9f30dcfd7bff68d5663ce8626cc19,002959d7a0b0990fe2d69988affcbc803,14026,"0,08","261,8",1,3,31/12/2018
b405fed41fa637afcbe35298147290af,000d9be29b5207b54e86aa1b1ac548723,14027,"0,1","233,8",1,2,04/09/2018
ec727bb2d54db32de3e2a4845988fe0b,001795ec6f1b187d37335e1c4704762e2,14027,"0,1","148,4",1,2,28/09/2018
8ecbd154ae8606303efeff206a6b42f7,002ec297b1b00fb9dde7ee6ac24b67712,14027,"0,1","218,4",1,2,25/10/2019
a46e7f3658f8b1ede78bcb17c859655b,001795ec6f1b187d37335e1c4704762e3,14028,"0,08","148,4",1,1,27/08/2019
92ea6a0cefc845d92f3b1339e0e0100a,0009406fd7479715e4bef61dd91f24623,14029,"0,1","254,8",1,7,07/10/2018
a2a701c6f01ddffde8a1bde136ed7d4a,000b8f95fcb9e0096488278317764d193,14030,"0,1","201,6",1,3,01/04/2019
4e6247004972e262cd27834b7d270d84,002552c0663708129c0019cc97552d7d3,14030,"0,1","249,2",1,3,05/07/2019
2eb223bca7f1fae261d99669d7e8b20d,002af88741ba70c7b5cf4e4a0ad7ef852,14030,"0,1","134,4",1,3,18/10/2019
f7530604856bf59bca16e5110e476c59,00088930e925c41fd95ebfe695fd26553,14031,"0,1","117,6",1,3,15/11/2018
7b74647ef95b9578401bd8a4f723b301,0009406fd7479715e4bef61dd91f24621,14031,"0,08","254,8",1,3,17/08/2019
524802fb3df670ef6612573f2d434b10,0030026a6ddb3b2d1d4bc225b4b4c4da3,14031,"0,08","233,8",1,3,31/12/2019
1bf942e8c5d1022f7a1b864e32041e7d,000d9be29b5207b54e86aa1b1ac548723,14032,"0,08","233,8",1,9,13/12/2018
108c3238d247dead3fd7423cf8990c5b,002959d7a0b0990fe2d69988affcbc801,14032,"0,1","261,8",1,9,28/11/2019
109ff01cec6b68a8e70ed431552b9be0,002d4ea7c04739c130bb74d7e7cd16941,14033,"0,1",210,1,1,16/09/2018
e956e93f8f14b5ef3b2528d00f4abafa,00210e41887c2a8ef9f791ebc780cc363,14033,"0,1",406,1,1,28/04/2019
31b7c794ac6847e341414fbd8eaa35b2,002959d7a0b0990fe2d69988affcbc802,14033,"0,08","261,8",1,1,26/12/2019
5dfcc26420fd2e456e613e8dfbe6da34,001b237c0e9bb435f2e54071129237e93,14034,"0,08","162,4",2,1,06/08/2019
66efd2908f85d751e42a8ef1b0bf103a,001b237c0e9bb435f2e54071129237e93,14035,"0,1","162,4",2,2,06/03/2018
c5fe9b024836c62ac0742eed03f72669,000d9be29b5207b54e86aa1b1ac548723,14035,"0,08","233,8",1,2,23/06/2019
40ef39d72e573867de1282d22b03b6be,00088930e925c41fd95ebfe695fd26553,14036,"0,1","117,6",1,2,19/02/2019
916be5eed428af45e462f039ef65ca24,00088930e925c41fd95ebfe695fd26553,14036,"0,1","117,6",1,2,07/05/2019
6bc458836ecef86dca3afa67523f4268,00250175f79f584c14ab5cecd80553cd3,14036,"0,08",NaN,1,2,25/08/2019
b360ccfc12c52d2fd6d1ab057e433de6,002552c0663708129c0019cc97552d7d3,14036,"0,1","249,2",1,2,07/10/2019
95e01270fcbae9863423400103359279,0030e635639c898b323826589761cf233,14037,"0,08","190,4",1,7,12/06/2018
1e6377b497624e8fa908ee4a87e3687d,002c6dab60557c48cfd6c2222ef7fd763,14037,"0,1","148,4",1,7,31/05/2019
cff23799a67437f662527dff6056233e,00250175f79f584c14ab5cecd80553cd3,14037,"0,08",686,1,7,19/08/2019
d41944802ef44ca7d0cea1284fd0a605,000d9be29b5207b54e86aa1b1ac548723,14038,"0,08","233,8",1,2,25/08/2018
d91fb0012308a7be17b8f4fb3534619f,002d4ea7c04739c130bb74d7e7cd16941,14038,"0,1",210,1,2,01/09/2018
123eb6c42fb774382bf82e6a332af592,002c6dab60557c48cfd6c2222ef7fd763,14038,"0,1","148,4",1,2,27/11/2018
b271c16a0aead24e9b27536f86910946,002552c0663708129c0019cc97552d7d1,14039,"0,1","249,2",1,4,05/04/2018
8b97abc734f59ea448e08b7e84695fbc,002c6dab60557c48cfd6c2222ef7fd763,14039,"0,1","148,4",1,4,15/11/2018
79d316a7d0d628895124bcefd1040ed7,002d4ea7c04739c130bb74d7e7cd16941,14039,"0,1",210,2,4,14/02/2019
1bf716344048611744a7865ea63047a9,002ec297b1b00fb9dde7ee6ac24b67713,14039,"0,1","218,4",1,4,31/05/2019
a62cea6420ca6b61d36c62aeb795858f,001c5d71ac6ad696d22315953758fa043,14039,"0,1","226,8",1,4,21/11/2019
bfe3860674d71c4a8693185caa8b2c65,000b8f95fcb9e0096488278317764d193,14039,"0,08","201,6",1,4,16/12/2019
4871982748e25b177175c76e0bfd3c53,002af88741ba70c7b5cf4e4a0ad7ef851,14040,"0,08","134,4",1,3,28/12/2018
2403a75f23292d207a16e2fa97551270,002552c0663708129c0019cc97552d7d2,14040,"0,1","249,2",1,3,18/09/2019
4de6fae240d7acb7e1a830665d941ae2,000d9be29b5207b54e86aa1b1ac548723,14041,"0,1","233,8",1,3,23/10/2018
05fcb26e37b34aa73157fa81401b6b15,00210e41887c2a8ef9f791ebc780cc361,14041,"0,1",406,1,3,13/11/2019
ec451fb3a1ee5782fef4937473a9ffac,002d4ea7c04739c130bb74d7e7cd16943,14042,"0,1",210,1,1,28/09/2018
6b9aa78b4ae64ba1d10964b1a15b5989,000d9be29b5207b54e86aa1b1ac548721,14042,"0,1","233,8",1,1,30/05/2019
47d2d6e69a59ff6305ecb0b540e702c0,002af88741ba70c7b5cf4e4a0ad7ef853,14042,"0,1","134,4",2,1,23/09/2019
6f7e6a9cce69876915e47a146ef300e5,001b72dfd63e9833e8c02742adf472e33,14043,"0,1","201,6",1,3,07/11/2018
17191bb9601eff541e70874ec9c19655,001c5d71ac6ad696d22315953758fa043,14044,"0,08","226,8",1,4,07/12/2019
ae9991942f891857b982c018af448696,0030e635639c898b323826589761cf233,14045,"0,1","190,4",1,2,15/05/2018
f3fc3c963c2854345aac9d080936f879,00126f27c813603687e6ce486d909d013,14045,"0,1","114,8",1,2,18/11/2018
8b249044e8ce6377509b32dc840bfe76,0030e635639c898b323826589761cf233,14045,"0,1","190,4",1,2,06/05/2019
7616b4fdea3c711ae88b43651afb6ba7,002af88741ba70c7b5cf4e4a0ad7ef851,14045,"0,08","134,4",1,2,12/08/2019
cace823f92c444647ed99fa6ecd8e582,003128f981470c3e5a2e7445e4a771cd4,14045,"0,1",161,1,2,02/01/2020
a728a784b0cb1c9e387f984db61c0810,002159fe700ed3521f46cfcf6e941c763,14045,"0,1","156,8",1,2,07/01/2020
7d7f723eeaa656d3a6d504e6342e3d58,00066f42aeeb9f3007548bb9d3f33c383,14046,"0,1","194,6",1,1,26/04/2018
eb16f27e232c80b012a9b0f0d95a9f67,000b8f95fcb9e0096488278317764d193,14046,"0,1","201,6",1,1,26/09/2018
74a2402aa92d4f9c9685c890e61fd606,0011c512eb256aa0dbbb544d8dffcf6e3,14046,"0,1","204,4",1,1,23/04/2019
cf63ae7deea63fed5306a81bae27e4f8,00066f42aeeb9f3007548bb9d3f33c383,14046,"0,08","194,6",1,1,29/08/2019
c8c4cee82cc04a8966a13f97e9366b82,002959d7a0b0990fe2d69988affcbc802,14047,"0,1","261,8",2,1,13/01/2019
63a19e889b69e5ef9ee2b2e646509051,002ec297b1b00fb9dde7ee6ac24b67713,14048,"0,1","218,4",1,1,17/03/2019
abb44283b833f61c7c76d92b607ab4cf,002ec297b1b00fb9dde7ee6ac24b67713,14049,"0,08",NaN,1,3,14/06/2018
08b74b3a8bd41e7de2ac99b200eec62d,0011c512eb256aa0dbbb544d8dffcf6e1,14050,"0,1","204,4",1,2,03/11/2018
96b2e80dae1e727fd9f346aeb278d1fc,001b237c0e9bb435f2e54071129237e93,14050,"0,1","162,4",1,2,27/04/2019
ecdfdb87979ffaab7c1133bf18fdef83,001795ec6f1b187d37335e1c4704762e2,14050,"0,1","148,4",1,2,26/10/2019
c7a8ef5e5c0cbcfc28c0b4a4959a2daa,0009406fd7479715e4bef61dd91f24623,14051,"0,08","254,8",1,2,06/08/2018
ed1ebc0780061795a30c800423075f78,0030026a6ddb3b2d1d4bc225b4b4c4da2,14051,"0,1","233,8",1,2,29/09/2018
999eabcd67df73216056d2d1c4fc4d71,00066f42aeeb9f3007548bb9d3f33c382,14051,"0,1","194,6",2,2,31/03/2019
e6a2ef21b1eb7e236c221d7944fad5da,00210e41887c2a8ef9f791ebc780cc363,14051,"0,1",406,2,2,20/09/2019
213b90d88023016a64a20f6f19d2aac7,002ec297b1b00fb9dde7ee6ac24b67713,14051,"0,08","218,4",1,2,20/12/2019
722d538cc82ebbe96084de19ed6f7fad,00210e41887c2a8ef9f791ebc780cc363,14052,"0,1",406,1,7,11/04/2019
f95bad5023f3ba2c5dd0715eb1c8db91,002c6dab60557c48cfd6c2222ef7fd761,14053,"0,1","148,4",2,1,22/11/2018
a7586f18de9c78a682d841ea07939673,00066f42aeeb9f3007548bb9d3f33c383,14053,"0,08","194,6",1,1,23/12/2018
501021e1ee6bd154570dd9c1efb46d38,002c6dab60557c48cfd6c2222ef7fd763,14053,"0,08","148,4",1,1,29/12/2018
c0c017c50d82e3833bd2e0a45b66b14c,0011c512eb256aa0dbbb544d8dffcf6e3,14054,"0,1","204,4",1,1,28/07/2018
4b257c5e6346b9b382c18364d6bf51c3,000b8f95fcb9e0096488278317764d193,14055,"0,1","201,6",1,3,23/02/2019
494e5e7faa93467e7da809ca3b59c74b,002159fe700ed3521f46cfcf6e941c763,14055,"0,1","156,8",1,3,23/02/2019
0552997d7a7283a7761acc3a5f9bcefd,002af88741ba70c7b5cf4e4a0ad7ef853,14055,"0,1","134,4",1,3,09/04/2019
e115da7a49ec2acf622e1f31da65cfb9,0030e635639c898b323826589761cf233,14056,"0,1","190,4",1,4,24/04/2018
dfee6abeb1d68f04563ff2499a4dccfd,00126f27c813603687e6ce486d909d013,14056,"0,1","114,8",1,4,18/10/2019
ea869217e833b69a06a197ebf6bb762d,00088930e925c41fd95ebfe695fd26553,19638,"0,08","117,6",1,1,20/06/2018
ce59496beb223906ab55f6bce7fa86f5,0030e635639c898b323826589761cf231,19645,"0,08","190,4",1,7,15/08/2018
3a43013148c91141e56e105f93fb3792,002552c0663708129c0019cc97552d7d3,19652,"0,1","249,2",1,1,16/02/2019
c872a25ce42bdc8fe653b0cf95274608,0009406fd7479715e4bef61dd91f24623,19654,"0,08","254,8",1,2,22/06/2019
d474ba46ee8562bcbefd8076c3e0a6bc,00250175f79f584c14ab5cecd80553cd3,19656,"0,08",686,1,4,25/08/2019
7e0b50d7996f3b774c21b38458c54d03,002d4ea7c04739c130bb74d7e7cd16942,19658,"0,1",210,1,4,21/10/2019
6cb2e47e3a5794ff1a6157838c9e32e5,002959d7a0b0990fe2d69988affcbc801,14058,"0,1","261,8",2,4,03/04/2018
4e233b40b72c7a074309dc423a0320e6,0030026a6ddb3b2d1d4bc225b4b4c4da3,14058,"0,1","233,8",1,4,25/02/2019
3f7d4510666c881c335f9ca51b9db9cb,000b8f95fcb9e0096488278317764d193,14058,"0,1","201,6",1,4,14/01/2020
a7b3d17383515918f57cc831f29bc8dd,0021a87d4997a48b6cef1665602be0f53,14059,"0,1","214,2",1,3,29/10/2018
37877918d022198d7516624a45572923,0011c512eb256aa0dbbb544d8dffcf6e3,14059,"0,1","204,4",1,3,20/03/2019
fbfad390c633c114671b200fa2979b7b,0030026a6ddb3b2d1d4bc225b4b4c4da1,14059,"0,08","233,8",1,3,15/06/2019
07c60b22ef2c61750215fd44cf67f928,003128f981470c3e5a2e7445e4a771cd3,14059,"0,08",161,1,3,21/12/2019
8c4e6faa1d8e601c6d90c6ac2ad3c1db,0011c512eb256aa0dbbb544d8dffcf6e3,14059,"0,1","204,4",1,3,21/01/2020
3a218a39b942ae0341fb1d65dd5874df,001795ec6f1b187d37335e1c4704762e3,14060,"0,1","148,4",1,1,22/10/2018
7fe520f927ec29c7534186d68a55a475,002af88741ba70c7b5cf4e4a0ad7ef853,14060,"0,08","134,4",1,1,13/12/2019
8e3dac8843f85625f54bef3730b457ce,0011c512eb256aa0dbbb544d8dffcf6e1,14061,"0,1","204,4",1,1,19/05/2018
6ccac061be472c84db514aca9acd26e0,003128f981470c3e5a2e7445e4a771cd3,14061,"0,1",161,1,1,03/11/2018
bc68edad1573b158a94188df0cd960c0,001b237c0e9bb435f2e54071129237e92,14061,"0,1","162,4",1,1,20/03/2019
22107f4fc133c3bfb9784d3e264f61a3,0021a87d4997a48b6cef1665602be0f53,14062,"0,08","214,2",1,1,06/12/2018
9d87d0391a942964abee51bf76befef0,0030e635639c898b323826589761cf233,14062,"0,1","190,4",1,1,01/04/2019
0f93f7603185d299224f49c8aa5025da,0021a87d4997a48b6cef1665602be0f51,14062,"0,1","214,2",1,1,21/05/2019
b99b9831e4b244971d7fee83d5a69ee0,00250175f79f584c14ab5cecd80553cd1,14062,"0,1",686,1,1,18/07/2019
e9a88f18e874c214619d73691f41ce5e,001b72dfd63e9833e8c02742adf472e33,14063,"0,1","201,6",1,1,24/09/2018
a439a8612081437ade41c9820aa46aa6,002c6dab60557c48cfd6c2222ef7fd763,14063,"0,08","148,4",1,1,08/06/2019
f431c479d2300988a101976210bc2ef7,002159fe700ed3521f46cfcf6e941c761,14063,"0,1","156,8",1,1,15/10/2019
3fa7ae01a5f654e3cdd31aa461a42de3,002159fe700ed3521f46cfcf6e941c761,14063,"0,1","156,8",1,1,05/01/2020
f89a51effc7d2760e697be96c77149bd,000b8f95fcb9e0096488278317764d191,19664,"0,1","201,6",1,2,04/11/2018
c68e47bd3dab5dd575a6c65848663923,002d4ea7c04739c130bb74d7e7cd16943,19674,"0,08",210,1,2,24/12/2018
d8b354d53fff40dcc80a7e64dbfc2878,0030e635639c898b323826589761cf233,19687,"0,1","190,4",1,1,08/04/2019
bd097e5fba6d060c0adb69b8865b1dfe,001c5d71ac6ad696d22315953758fa043,19706,"0,1","226,8",1,1,02/05/2019
521a5e451c66c756246637be9f54f0ff,001b237c0e9bb435f2e54071129237e91,19708,"0,08","162,4",1,1,23/06/2019
5f12df808d35ea25be28ad052f4aa3ea,001b72dfd63e9833e8c02742adf472e33,19709,"0,08","201,6",1,1,23/08/2019
70a3acb4b096f675be6a2e03e2fb67bd,000d9be29b5207b54e86aa1b1ac548723,14065,"0,1","233,8",1,1,09/04/2018
74afb33a8db1143adbf0e62541a4ca25,001b72dfd63e9833e8c02742adf472e33,14065,"0,1","201,6",1,1,14/04/2018
db0335818a0e49d9d5bbe1ce0a99310e,002959d7a0b0990fe2d69988affcbc801,14065,"0,1","261,8",1,1,03/09/2018
140ef097b98b5bb78c44c3e2cefadd72,002ec297b1b00fb9dde7ee6ac24b67712,14065,"0,08","218,4",1,1,01/12/2018
375fd64923cdf29ddd54724395e80b69,002d4ea7c04739c130bb74d7e7cd16941,14066,"0,08",210,1,1,05/06/2018
e12d873b226207d68d316a6bcf65123f,002959d7a0b0990fe2d69988affcbc801,14066,"0,1","261,8",1,1,13/09/2018
8db13b5ac7b555d8b6bc0062763ae387,001c5d71ac6ad696d22315953758fa043,14067,"0,1","226,8",1,1,18/05/2018
195f145ac1c5e473431a8b605fd8a7df,000d9be29b5207b54e86aa1b1ac548723,14067,"0,1","233,8",1,1,23/07/2018
818f7c870fbe03dd57e214684293e74c,002c6dab60557c48cfd6c2222ef7fd763,14067,"0,1","148,4",1,1,02/11/2018
7b146a6eac41426787d8f35a3df4a700,002552c0663708129c0019cc97552d7d3,14067,"0,08","249,2",1,1,07/06/2019
df75241689bd24e168f5796f7d7fc115,002c6dab60557c48cfd6c2222ef7fd762,14068,"0,1","148,4",1,2,10/09/2018
34fa4dce8775b3b4accea9779a4a6562,001795ec6f1b187d37335e1c4704762e3,14068,"0,1","148,4",1,2,16/01/2019
115cf7c242febcbed832ad6d631db40e,0030e635639c898b323826589761cf233,14069,"0,08","190,4",1,2,10/12/2018
5a55b4fcb288fcd4e03766ee8dae6a41,0021a87d4997a48b6cef1665602be0f51,14069,"0,08","214,2",1,2,31/12/2019
72a1e974343720f13da41cea61752c70,001b237c0e9bb435f2e54071129237e93,14070,"0,1","162,4",1,1,11/04/2018
6751421a5f8978f08dab6b35213d769d,002159fe700ed3521f46cfcf6e941c763,14070,"0,08","156,8",1,1,17/12/2018
c087855fe6f303205c09558f7f8103c8,001b237c0e9bb435f2e54071129237e93,14071,"0,1","162,4",1,1,08/11/2018
b38a6a796d97abf00c33609a618732b2,00088930e925c41fd95ebfe695fd26553,14071,"0,08","117,6",1,1,24/12/2018
4a9a9d64ccb1bbcb0db6634dbfae10d6,002ec297b1b00fb9dde7ee6ac24b67713,14071,"0,1","218,4",1,1,16/02/2019
4b93eeee7d99794a3ea259b23131bb2d,001b237c0e9bb435f2e54071129237e91,14071,"0,1","162,4",1,1,26/09/2019
eddcd0974bcd773f5734decebf0225a4,000d9be29b5207b54e86aa1b1ac548723,14072,"0,1","233,8",1,2,30/09/2018
263282727ab0aad6f73aa81e70ba88c4,002c6dab60557c48cfd6c2222ef7fd763,14072,"0,08","148,4",1,2,27/12/2018
a8097c0d6367263ed08ac7fa6b864235,00126f27c813603687e6ce486d909d013,14073,"0,08","114,8",1,1,24/06/2018
56e26a902ce7881f0a64c34a8192b537,002959d7a0b0990fe2d69988affcbc802,14073,"0,1","261,8",1,1,28/10/2018
827b21495b95bc672dfaa1fd55d7025f,00126f27c813603687e6ce486d909d011,14074,"0,1","114,8",1,2,03/05/2018
06ba8c77c2419a72756b5660b04e3188,000d9be29b5207b54e86aa1b1ac548723,14074,"0,08","233,8",1,2,06/12/2018
7d28a5b95c769d0f8a58ce0c93671baa,002ec297b1b00fb9dde7ee6ac24b67713,14074,"0,08","218,4",1,2,18/12/2018
d44fc0af1ec0ebbab612f2936147f717,002ec297b1b00fb9dde7ee6ac24b67713,14074,"0,1","218,4",1,2,18/04/2019
a97c9b194a026ac3e75726c485f6e8ea,002d4ea7c04739c130bb74d7e7cd16943,14074,"0,08",210,1,2,28/06/2019
9bf093d4cb20c8d9351da44b0faf5d8d,002159fe700ed3521f46cfcf6e941c761,14075,"0,08","156,8",1,3,06/06/2018
9edb1acec4ceb154e425aa9248286f7e,0030026a6ddb3b2d1d4bc225b4b4c4da3,14075,"0,08","233,8",1,3,10/06/2018
ffae83c600bcc82f84437a9248825b80,00126f27c813603687e6ce486d909d013,14075,"0,1","114,8",1,3,25/10/2018
50d8dde0dc9d533132878a7a47e674f8,001795ec6f1b187d37335e1c4704762e3,14075,"0,1","148,4",1,3,21/05/2019
e81032820ec46f233a5cb7e835274872,001b72dfd63e9833e8c02742adf472e33,14077,"0,1","201,6",1,1,27/04/2018
73afa0a1713acd1377a6473373016351,00066f42aeeb9f3007548bb9d3f33c383,14077,"0,1","194,6",1,1,18/07/2019
3b4d27a1da06e8be667bfe9e86a33804,0030026a6ddb3b2d1d4bc225b4b4c4da2,14078,"0,1","233,8",1,3,15/04/2019
